run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_plus_rt_plus_rt_tfd_int,trial_level_log_reg,1583,0.8205938092229943,0.7872896334434796,1352,231,0.6912031709500064,0.7872896334434796,0.717257427486101,0.8741122573359075,0.8205938092229943,0.8383024472635904,0.8674306462768001,0.9707530410745514,135,mean_dwell_time__correct | mean_fixations_count__correct | mean_first_fixation_duration__correct | skip_rate__correct | area_dwell_proportion__correct | mean_avg_fix_pupil_size_z__correct | mean_max_fix_pupil_size_z__correct | mean_min_fix_pupil_size_z__correct | first_encounter_avg_pupil_size_z__correct | num_label_visits__correct | mean_dwell_time__wrong_mean | mean_fixations_count__wrong_mean | mean_first_fixation_duration__wrong_mean | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | mean_avg_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | mean_min_fix_pupil_size_z__wrong_mean | first_encounter_avg_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_dwell_time__contrast | mean_fixations_count__contrast | mean_first_fixation_duration__contrast | skip_rate__contrast | area_dwell_proportion__contrast | mean_avg_fix_pupil_size_z__contrast | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__contrast | num_label_visits__contrast | mean_dwell_time__distance_furthest | mean_fixations_count__distance_furthest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | mean_max_fix_pupil_size_z__distance_furthest | mean_min_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | mean_fixations_count__distance_closest | mean_first_fixation_duration__distance_closest | skip_rate__distance_closest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | mean_dwell_time__question | mean_fixations_count__question | mean_first_fixation_duration__question | skip_rate__question | area_dwell_proportion__question | mean_avg_fix_pupil_size_z__question | mean_max_fix_pupil_size_z__question | mean_min_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__question | num_label_visits__question | seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER | RT_pure_question | RT_pure_answer_A | RT_pure_answer_B | RT_pure_answer_C | RT_pure_answer_D | RT_normalized_question | RT_normalized_answer_A | RT_normalized_answer_B | RT_normalized_answer_C | RT_normalized_answer_D | RT_pure_outside__x__RT_pure_question | RT_pure_outside__x__RT_pure_answer_A | RT_pure_outside__x__RT_pure_answer_B | RT_pure_outside__x__RT_pure_answer_C | RT_pure_outside__x__RT_pure_answer_D | RT_pure_distractor__x__RT_pure_question | RT_pure_distractor__x__RT_pure_answer_A | RT_pure_distractor__x__RT_pure_answer_B | RT_pure_distractor__x__RT_pure_answer_C | RT_pure_distractor__x__RT_pure_answer_D | RT_pure_critical__x__RT_pure_question | RT_pure_critical__x__RT_pure_answer_A | RT_pure_critical__x__RT_pure_answer_B | RT_pure_critical__x__RT_pure_answer_C | RT_pure_critical__x__RT_pure_answer_D | RT_normalized_outside__x__RT_normalized_question | RT_normalized_outside__x__RT_normalized_answer_A | RT_normalized_outside__x__RT_normalized_answer_B | RT_normalized_outside__x__RT_normalized_answer_C | RT_normalized_outside__x__RT_normalized_answer_D | RT_normalized_distractor__x__RT_normalized_question | RT_normalized_distractor__x__RT_normalized_answer_A | RT_normalized_distractor__x__RT_normalized_answer_B | RT_normalized_distractor__x__RT_normalized_answer_C | RT_normalized_distractor__x__RT_normalized_answer_D | RT_normalized_critical__x__RT_normalized_question | RT_normalized_critical__x__RT_normalized_answer_A | RT_normalized_critical__x__RT_normalized_answer_B | RT_normalized_critical__x__RT_normalized_answer_C | RT_normalized_critical__x__RT_normalized_answer_D | TFD_pure_outside__x__TFD_pure_question | TFD_pure_outside__x__TFD_pure_answer_A | TFD_pure_outside__x__TFD_pure_answer_B | TFD_pure_outside__x__TFD_pure_answer_C | TFD_pure_outside__x__TFD_pure_answer_D | TFD_pure_distractor__x__TFD_pure_question | TFD_pure_distractor__x__TFD_pure_answer_A | TFD_pure_distractor__x__TFD_pure_answer_B | TFD_pure_distractor__x__TFD_pure_answer_C | TFD_pure_distractor__x__TFD_pure_answer_D | TFD_pure_critical__x__TFD_pure_question | TFD_pure_critical__x__TFD_pure_answer_A | TFD_pure_critical__x__TFD_pure_answer_B | TFD_pure_critical__x__TFD_pure_answer_C | TFD_pure_critical__x__TFD_pure_answer_D | TFD_normalized_outside__x__TFD_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_A | TFD_normalized_outside__x__TFD_normalized_answer_B | TFD_normalized_outside__x__TFD_normalized_answer_C | TFD_normalized_outside__x__TFD_normalized_answer_D | TFD_normalized_distractor__x__TFD_normalized_question | TFD_normalized_distractor__x__TFD_normalized_answer_A | TFD_normalized_distractor__x__TFD_normalized_answer_B | TFD_normalized_distractor__x__TFD_normalized_answer_C | TFD_normalized_distractor__x__TFD_normalized_answer_D | TFD_normalized_critical__x__TFD_normalized_question | TFD_normalized_critical__x__TFD_normalized_answer_A | TFD_normalized_critical__x__TFD_normalized_answer_B | TFD_normalized_critical__x__TFD_normalized_answer_C | TFD_normalized_critical__x__TFD_normalized_answer_D,0.43291139240506327,0.7402597402597403,0.5463258785942492,231,0.9494949494949495,0.834319526627219,0.8881889763779528,1352
