run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent_last_all,trial_level_log_reg,1583,0.8711307643714467,0.8671264632803095,1352,231,0.7549927499488494,0.8671264632803095,0.7907831927895056,0.9097974041316456,0.8711307643714467,0.8825972883484821,0.9207010937780169,0.9815037775735749,18,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5363881401617251,0.8614718614718615,0.6611295681063123,231,0.9735973597359736,0.8727810650887574,0.9204368174726989,1352
