run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION + LAST,trial_level_log_reg,1583,0.8471257106759318,0.8620466072389149,1352,231,0.7318388160322811,0.8620466072389149,0.765753943989238,0.9053107742813179,0.8471257106759318,0.8635221652708926,0.9112233919926227,0.9789158720726614,12,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct | last_before_confirm_correct | last_before_confirm_question,0.48687350835322196,0.8831168831168831,0.6276923076923077,231,0.9768041237113402,0.8409763313609467,0.9038155802861685,1352
