run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_no_last_pruned_t07_aic,trial_level_log_reg,3887,0.7998456393105222,0.7908384639208977,3249,638,0.6933099472209219,0.7908384639208977,0.7154358487938361,0.8646991598185477,0.7998456393105222,0.8195425861764849,0.8671667481964549,0.967298537399174,18,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__distance_closest | has_xyx | skip_rate__contrast | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__correct | mean_avg_fix_pupil_size_z__distance_furthest | mean_fixations_count__contrast | mean_fixations_count__distance_furthest | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest,0.4381625441696113,0.7774294670846394,0.56045197740113,638,0.9484573502722323,0.804247460757156,0.8704197201865423,3249
