term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.49600506310822084,0.12985299281587662,0.00025582135225983555,0.24149319718910267,0.750516929027339,***
distractor,0.11105301897159424,0.09967835653428929,0.2666853584425393,-0.08431655983561277,0.30642259777880126,
outside,-0.1100986939787077,0.18529403924066276,0.553960086799473,-0.4732750108904067,0.2530776229329913,
