term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.2759565398209715,0.12617767966195592,0.03143723381716154,0.028648287683537915,0.5232647919584051,*
distractor,-0.19058782062974264,0.1391557518236524,0.17503605702171846,-0.4633330942041013,0.08215745294461604,
outside,0.329445729176177,0.21438404755541227,0.1286795172337499,-0.09074700403243108,0.749638462384785,
