term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.07455010649369696,0.02225342590431822,0.000972123095137542,0.03093339172123325,0.11816682126616068,***
distractor,0.04156895433765095,0.015496010199492209,0.007736786838170395,0.011196774346646218,0.07194113432865568,**
outside,0.18059441122461145,0.02594627403045587,1.357722938410097e-11,0.12973971412491794,0.23144910832430496,***
