run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent_last_select,trial_level_log_reg,3887,0.8057627990738359,0.8271279033529487,3249,638,0.7090575114642483,0.8271279033529487,0.7323215918897232,0.8818826353168377,0.8057627990738359,0.8265038079789757,0.8987515811472255,0.9759367991841346,15,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | has_xyxy | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.4517724649629019,0.8589341692789969,0.5921123716909779,638,0.9663425579655947,0.7953216374269005,0.8725308120884687,3249
