run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
select_1_plus_rt_tfd_tso,trial_level_log_reg,1583,0.8123815540113708,0.7932500192115577,1352,231,0.6874984645620931,0.7932500192115577,0.7128436752755357,0.8759156156692806,0.8123815540113708,0.832566810536127,0.8665725300340684,0.9696572533475797,38,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | RT_pure_question | RT_pure_answer_A | RT_pure_answer_B | RT_pure_answer_C | RT_pure_answer_D | RT_normalized_question | RT_normalized_answer_A | RT_normalized_answer_B | RT_normalized_answer_C | RT_normalized_answer_D | TFD_pure_question | TFD_pure_answer_A | TFD_pure_answer_B | TFD_pure_answer_C | TFD_pure_answer_D | TFD_normalized_question | TFD_normalized_answer_A | TFD_normalized_answer_B | TFD_normalized_answer_C | TFD_normalized_answer_D | TimeSinceOffset_pure_question | TimeSinceOffset_pure_answer_A | TimeSinceOffset_pure_answer_B | TimeSinceOffset_pure_answer_C | TimeSinceOffset_pure_answer_D | TimeSinceOffset_normalized_question | TimeSinceOffset_normalized_answer_A | TimeSinceOffset_normalized_answer_B | TimeSinceOffset_normalized_answer_C | TimeSinceOffset_normalized_answer_D,0.42142857142857143,0.7662337662337663,0.543778801843318,231,0.9535683576956148,0.8202662721893491,0.8819085487077535,1352
