run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_pruned_t07,trial_level_log_reg,1583,0.8755527479469362,0.8643311816388739,1352,231,0.7594573024740623,0.8643311816388739,0.7945446627571972,0.909564562422265,0.8755527479469362,0.8859028755315406,0.9297401316632086,0.9817038301225476,58,skip_rate__correct | area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | first_encounter_avg_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | num_label_visits__distance_closest | area_dwell_proportion__question | mean_max_fix_pupil_size_z__question | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | RT_normalized_question | TimeSinceOffset_pure_answer_A | TimeSinceOffset_normalized_answer_A | RT_pure_outside__x__RT_pure_answer_A | RT_pure_outside__x__RT_pure_answer_B | RT_pure_outside__x__RT_pure_answer_C | RT_normalized_outside__x__RT_normalized_answer_B | RT_normalized_distractor__x__RT_normalized_question | RT_normalized_distractor__x__RT_normalized_answer_A | RT_normalized_distractor__x__RT_normalized_answer_B | RT_normalized_distractor__x__RT_normalized_answer_C | RT_normalized_critical__x__RT_normalized_question | RT_normalized_critical__x__RT_normalized_answer_A | RT_normalized_critical__x__RT_normalized_answer_B | RT_normalized_critical__x__RT_normalized_answer_C | TFD_pure_distractor__x__TFD_pure_question | TFD_pure_distractor__x__TFD_pure_answer_C | TFD_pure_critical__x__TFD_pure_answer_A | TFD_pure_critical__x__TFD_pure_answer_D | TFD_normalized_outside__x__TFD_normalized_answer_D | TFD_normalized_distractor__x__TFD_normalized_answer_A | TFD_normalized_distractor__x__TFD_normalized_answer_C | last_visited_answer_A | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_B | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.547486033519553,0.8484848484848485,0.66553480475382,231,0.9714285714285714,0.8801775147928994,0.9235545207605743,1352
