run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t05,trial_level_log_reg,3887,0.8157962438898894,0.8312403334134159,3249,638,0.7162029188309562,0.8312403334134159,0.7417852763650506,0.8838613145297792,0.8157962438898894,0.834645745469978,0.8960191271777862,0.9738524903229449,16,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | has_xyx | has_xyxy | last_visited_answer_A | last_visited_answer_C | last_visited_answer_D,0.4666095890410959,0.85423197492163,0.6035437430786268,638,0.9657962486208165,0.8082486919052017,0.8800268096514745,3249
