run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_confirm,trial_level_log_reg,1583,0.7795325331648768,0.8224756013217551,1352,231,0.681144353594181,0.8224756013217551,0.6970481127300584,0.8888527326878719,0.7795325331648768,0.8089912547487406,0.8522230974154051,0.9603887534342699,5,last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.38783269961977185,0.8831168831168831,0.5389696169088507,231,0.9744560075685903,0.7618343195266272,0.8551266085512661,1352
