run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
second_selected_no_last,trial_level_log_reg,3887,0.7193208129662979,0.7338525188845181,3249,638,0.6384986814248041,0.7338525188845181,0.6391660699873942,0.8389037958168654,0.7193208129662979,0.7534040797679169,0.8002587726534617,0.9491116754373776,4,area_dwell_proportion__correct | area_dwell_proportion__distance_closest | num_label_visits__correct | num_label_visits__distance_closest,0.34015525758645027,0.7554858934169278,0.46909975669099757,638,0.9368421052631579,0.7122191443521083,0.8092323832837909,3249
