area,term,estimate,ci_low,ci_high
answer_A,C(area_label)[answer_A],106.49718289125266,101.78605764163366,111.20830814087167
answer_B,C(area_label)[answer_B],136.30317741426862,131.5920521646496,141.01430266388763
answer_C,C(area_label)[answer_C],96.10135742481523,91.39023217519623,100.81248267443424
answer_D,C(area_label)[answer_D],98.282474765948,93.571349516329,102.993600015567
