area_label,answer_0(top),answer_1(left),answer_2(right),answer_3(bottom)
answer_A,122.81569122132072,133.0087181236125,127.08556444640256,120.43786273921174
answer_B,96.65493694426968,97.29626972505623,97.19409019607683,93.61933878085254
answer_C,88.98157278032019,90.01217773910162,88.32350544358633,86.32451193701509
answer_D,88.79019922662295,91.30108611002717,94.19653023254912,88.06855945088503
