area_label,mean,sd,n
answer_A,117.93499751171632,61.23001305761057,942
answer_B,112.48238679771791,51.70784667559188,942
answer_C,138.4458831632094,54.81032319689202,942
answer_D,109.98186603441381,57.29406358643763,942
