run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_pruned_t05_aic,trial_level_log_reg,1583,0.8692356285533797,0.864222316145393,1352,231,0.7525039290375856,0.864222316145393,0.7879758445385248,0.9084708362571389,0.8692356285533797,0.8809270872738844,0.9283440918056303,0.9827295697831204,21,last_visited_answer_A | last_before_select_answer_A | num_label_visits__wrong_mean | area_dwell_proportion__correct | last_before_confirm_answer_B | mean_first_fixation_duration__wrong_mean | num_label_visits__contrast | last_before_select_answer_D | mean_max_fix_pupil_size_z__wrong_mean | has_xyx | ANSWER_PRESS_NUMBER | RT_pure_outside__x__RT_pure_answer_B | TFD_normalized_outside__x__TFD_normalized_answer_D | mean_max_fix_pupil_size_z__contrast | RT_normalized_question | last_before_select_question | last_before_confirm_answer_D | last_visited_answer_C | skip_rate__distance_closest | has_xyxy | last_before_select_answer_B,0.532258064516129,0.8571428571428571,0.6567164179104478,231,0.9727497935590421,0.871301775147929,0.9192352711666016,1352
