run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_confirm_aic,trial_level_log_reg,1583,0.8660770688566014,0.8695519224365378,1352,231,0.7502341564945905,0.8695519224365378,0.7863534504710976,0.9099634366395034,0.8660770688566014,0.8787734879169607,0.9208996132073055,0.9816443433740115,41,last_before_confirm_answer_A | area_dwell_proportion__contrast | trial_mean_dwell | last_before_confirm_answer_B | skip_rate__contrast | has_xyx | area_dwell_proportion__answer_D | num_label_visits__contrast | mean_avg_fix_pupil_size_z__correct | num_label_visits__distance_furthest | last_before_confirm_answer_C | skip_rate__answer_B | mean_dwell_time__contrast | last_before_confirm_answer_D | ANSWER_PRESS_NUMBER | mean_first_fixation_duration__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_avg_fix_pupil_size_z__answer_C | mean_first_fixation_duration__answer_B | skip_rate__question | area_dwell_proportion__question | skip_rate__answer_C | first_encounter_avg_pupil_size_z__question | mean_max_fix_pupil_size_z__distance_closest | skip_rate__distance_closest | mean_first_fixation_duration__correct | mean_max_fix_pupil_size_z__answer_D | mean_min_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__answer_B | mean_dwell_time__correct | mean_dwell_time__distance_furthest | mean_dwell_time__distance_closest | area_dwell_proportion__answer_B | mean_first_fixation_duration__distance_furthest | mean_avg_fix_pupil_size_z__answer_D | mean_max_fix_pupil_size_z__answer_C | mean_first_fixation_duration__question | num_label_visits__question | mean_fixations_count__correct | num_label_visits__distance_closest,0.5246753246753246,0.8744588744588745,0.6558441558441559,231,0.9757929883138564,0.8646449704142012,0.9168627450980392,1352
