run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent_last_ans,trial_level_log_reg,1583,0.848389134554643,0.8574022131714439,1352,231,0.7317269126329687,0.8574022131714439,0.7655405305330509,0.9035775706805337,0.848389134554643,0.8642369015300805,0.9161063295678681,0.980940557070023,11,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.48905109489051096,0.8701298701298701,0.6261682242990654,231,0.9744027303754266,0.8446745562130178,0.9049128367670365,1352
