run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_confirm,trial_level_log_reg,3887,0.7293542577823514,0.7820513377156801,3249,638,0.6628107769423559,0.7820513377156801,0.661821098944722,0.8641375770272092,0.7293542577823514,0.7633346727645552,0.8176747897351585,0.9442139620355225,5,last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.3630952380952381,0.8605015673981191,0.5106976744186047,638,0.9625263157894737,0.703601108033241,0.8129445234708392,3249
