run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_confirm_pruned_t05,trial_level_log_reg,3887,0.8232570105479804,0.8312946062014741,3249,638,0.7210082870705607,0.8312946062014741,0.7480164225295787,0.8840940641014361,0.8232570105479804,0.840508501303612,0.9024541913547549,0.9766196957528184,17,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | has_xyx | has_xyxy | last_before_confirm_answer_A | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.4782222222222222,0.8432601880877743,0.6103233125354509,638,0.9637943519188994,0.8193290243151738,0.8857095325237065,3249
