run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION - 10 features best performer,trial_level_log_reg,2038,0.7988223748773308,0.7697261904761905,1750,288,0.6676574185527951,0.7697261904761905,0.689857396313535,0.8686670266727857,0.7988223748773308,0.8217338852707117,0.8534384920634921,0.9707355256629223,10,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct,0.3874538745387454,0.7291666666666666,0.5060240963855421,288,0.9478609625668449,0.8102857142857143,0.8736906962415281,1750
