run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_pruned_t05_aic,trial_level_log_reg,1583,0.7984838913455464,0.7833192448577064,1352,231,0.6759405074365704,0.7833192448577064,0.6983672262557903,0.8713475250211539,0.7984838913455464,0.8214272937619489,0.8423467558082943,0.963332064251849,13,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | has_xyx | mean_max_fix_pupil_size_z__wrong_mean | skip_rate__distance_closest | ANSWER_PRESS_NUMBER | has_xyxy | mean_max_fix_pupil_size_z__contrast | mean_fixations_count__question | first_encounter_avg_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest,0.4,0.7619047619047619,0.5245901639344263,231,0.9518810148731408,0.8047337278106509,0.8721442885771543,1352
