term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.10549973086817374,0.02483127719707545,2.6003442302170284e-05,0.056830427561905865,0.1541690341744416,***
distractor,0.01916799155522204,0.02165938960626091,0.37673689209496064,-0.023284412073049345,0.06162039518349342,
outside,0.08192664705605696,0.03462706291783398,0.018264087533886995,0.014057603737102353,0.14979569037501156,*
