term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.05457259946127659,0.02252132000169339,0.015836924173863596,0.010430812257957549,0.09871438666459564,*
distractor,0.02147765428381199,0.014968950507918336,0.15276691916714927,-0.00786148871170795,0.05081679727933193,
outside,0.12374117916277447,0.02542479666637803,1.7444368659117852e-06,0.07390857769667353,0.1735737806288754,***
