term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.08993215555360973,0.02019586608538658,9.664956047833305e-06,0.050348258026252035,0.12951605308096742,***
distractor,0.037332505918752354,0.013687844510586017,0.006655321374163738,0.01050433067800376,0.06416068115950095,**
outside,0.15902751564187356,0.02398079938941207,5.610056164291566e-11,0.11202514883862591,0.20602988244512122,***
