term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.10937809312583183,0.03096997335087065,0.00045878748902333056,0.048676945358125355,0.1700792408935383,***
distractor,0.04006902901182912,0.018354628683085294,0.030480468250174295,0.004093956792981947,0.07604410123067629,*
outside,0.17168308690714512,0.03362858541756891,5.121893192311459e-07,0.10577105948871006,0.23759511432558017,***
