term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.009170793274745086,0.015721172287404897,0.5599147581103769,-0.02164270440856851,0.03998429095805869,
distractor,0.003984093672874932,0.013524515185431744,0.7683187315085896,-0.022523956090571284,0.030492143436321152,
outside,0.14976845512417297,0.023779241780234335,5.519043594445864e-10,0.10316114123491368,0.19637576901343226,***
