term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.019731179251193606,0.017035871978850037,0.24777285521914755,-0.013659129827352467,0.053121488329739674,
distractor,0.016729586504037875,0.017002526462598554,0.32575751928022034,-0.016595365362655292,0.05005453837073104,
outside,0.19090201474930243,0.028178846384684843,2.599092078322625e-11,0.13567147583532013,0.24613255366328474,***
