term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.11839054114762343,0.028009201308629363,2.883586858548171e-05,0.06349250658270988,0.17328857571253697,***
distractor,0.0050703576804920734,0.015423902881160826,0.7423640789366319,-0.025160491966583147,0.035301207327567294,
outside,0.10023644476744858,0.02860273942983995,0.00046045298623503415,0.04417507548496228,0.1562978140499349,***
