term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.08882768362183949,0.020466389779869656,1.8119206096796415e-05,0.04871355965329496,0.128941807590384,***
distractor,0.013175740932873874,0.011746600589557437,0.262035269819059,-0.009847596222658704,0.03619907808840645,
outside,0.13456229947810655,0.024097386370768345,3.87380409911955e-08,0.0873314221914006,0.1817931767648125,***
