term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.017736811760559794,0.013551093409756703,0.191069460545966,-0.008823331322563344,0.04429695484368293,
distractor,0.01895242366165362,0.010978272712385244,0.08488653380355007,-0.0025649908546214566,0.040469838177928694,.
outside,0.151846233953631,0.01795514064758222,1.0080278741978355e-16,0.11665415828436985,0.18703830962289214,***
