term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.034066692579492755,0.012318125964448897,0.00583792923788791,0.009923165689172918,0.05821021946981259,**
distractor,0.008281589054154699,0.008740968776137273,0.3434734132802496,-0.008850709747074354,0.025413887855383753,
outside,0.1378475980012068,0.016193647929423256,6.019099643064662e-17,0.10610804805953722,0.16958714794287638,***
