run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
derived_with_num_selects,trial_level_log_reg,1583,0.7144662034112444,0.6336307922846385,1352,231,0.5806866031760762,0.6336307922846385,0.5820603642039056,0.8075654713509985,0.7144662034112444,0.7486450395702657,0.6677761341222879,0.9102942579772078,5,seq_len | has_xyx | has_xyxy | trial_mean_dwell | ANSWER_PRESS_NUMBER,0.2603036876355748,0.5194805194805194,0.3468208092485549,231,0.9010695187165776,0.7477810650887574,0.8172999191592563,1352
