area,term,estimate,ci_low,ci_high
answer_A,C(area_label)[answer_A],0.12074983334621427,0.0629137708841177,0.17858589580831083
answer_B,C(area_label)[answer_B],0.11237347833862558,0.054703975832067854,0.17004298084518332
answer_C,C(area_label)[answer_C],0.2014733308130647,0.1440006450960547,0.2589460165300747
answer_D,C(area_label)[answer_D],0.047258914048204585,-0.010583445627371763,0.10510127372378093
