run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_select,trial_level_log_reg,1583,0.7119393556538218,0.7829045954045954,1352,231,0.6469269144425044,0.7829045954045954,0.637066801814847,0.8768289541834726,0.7119393556538218,0.7538013398586451,0.8151191756960988,0.9497016889459367,5,last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.3222748815165877,0.8831168831168831,0.4722222222222222,231,0.9715789473684211,0.6826923076923077,0.8019113814074718,1352
