run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_all_pruned_t05,trial_level_log_reg,1583,0.8698673404927353,0.8645921386306001,1352,231,0.7532324997998452,0.8645921386306001,0.7887320476207753,0.9086993920908437,0.8698673404927353,0.8814462813715064,0.9284017264786495,0.9830832658687525,27,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__question | area_dwell_proportion__answer_B | area_dwell_proportion__answer_C | area_dwell_proportion__answer_D | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | last_visited_answer_A | last_visited_answer_C | last_before_confirm_answer_B | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5336927223719676,0.8571428571428571,0.6578073089700996,231,0.9727722772277227,0.8720414201183432,0.9196567862714509,1352
