run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_select_aic,trial_level_log_reg,1583,0.8547062539481997,0.8485376802684494,1352,231,0.7351777674072921,0.8485376802684494,0.7687824196145971,0.9008037666809106,0.8547062539481997,0.8685965318301084,0.904630625784472,0.9781958792767511,38,last_before_select_answer_A | num_label_visits__contrast | mean_fixations_count__wrong_mean | area_dwell_proportion__correct | num_label_visits__answer_B | skip_rate__contrast | area_dwell_proportion__answer_D | mean_first_fixation_duration__answer_B | has_xyx | first_encounter_avg_pupil_size_z__correct | trial_mean_dwell | area_dwell_proportion__distance_furthest | last_before_select_answer_D | num_label_visits__distance_closest | num_label_visits__distance_furthest | last_before_select_question | ANSWER_PRESS_NUMBER | area_dwell_proportion__distance_closest | mean_max_fix_pupil_size_z__wrong_mean | mean_dwell_time__correct | first_encounter_avg_pupil_size_z__question | mean_min_fix_pupil_size_z__answer_B | num_label_visits__correct | skip_rate__distance_closest | mean_dwell_time__wrong_mean | mean_dwell_time__distance_furthest | mean_avg_fix_pupil_size_z__answer_B | area_dwell_proportion__answer_C | skip_rate__question | area_dwell_proportion__question | last_before_select_answer_C | mean_max_fix_pupil_size_z__distance_closest | mean_first_fixation_duration__distance_furthest | skip_rate__distance_furthest | has_xyxy | skip_rate__answer_C | num_label_visits__question | mean_fixations_count__distance_closest,0.5012919896640827,0.8398268398268398,0.627831715210356,231,0.9690635451505016,0.8572485207100592,0.9097331240188383,1352
