run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
second_selected_last_select,trial_level_log_reg,3887,0.7656290198096218,0.8037503220185425,3249,638,0.6825320139292337,0.8037503220185425,0.6942590087882932,0.8720222168582237,0.7656290198096218,0.7934853659643789,0.869490829587305,0.9683451417708008,9,area_dwell_proportion__correct | area_dwell_proportion__distance_closest | num_label_visits__correct | num_label_visits__distance_closest | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.40043763676148797,0.8605015673981191,0.5465405674464908,638,0.9646263910969793,0.7469990766389658,0.8419774501300954,3249
