run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
sequence_only,trial_level_log_reg,3887,0.7211216876768716,0.6574636902987271,3249,638,0.6029793612512984,0.6574636902987271,0.6084662200888645,0.8008431292417871,0.7211216876768716,0.7495422037206567,0.6867724431245302,0.8978874444958208,4,seq_len | has_xyx | has_xyxy | trial_mean_dwell,0.3084192439862543,0.5626959247648903,0.39844617092119866,638,0.8975394785163423,0.7522314558325639,0.8184862692565305,3249
