run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_select,trial_level_log_reg,3887,0.5953177257525084,0.6987237934797397,3249,638,0.609239189237927,0.6987237934797397,0.550610836213929,0.8378488820708068,0.5953177257525084,0.6458226539832853,0.7196774314932687,0.9145093962197168,5,last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.2689075630252101,0.8526645768025078,0.40886884629838405,638,0.9495708154506438,0.5447830101569714,0.6923528261294739,3249
