run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
general_pruned_t05,trial_level_log_reg,1583,0.7972204674668352,0.7861689592458823,1352,231,0.6762446213976675,0.7861689592458823,0.6984409392464214,0.8725021082913533,0.7972204674668352,0.8206615254882358,0.8420553805169189,0.9631835822878088,14,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__question | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER,0.3991031390134529,0.7705627705627706,0.5258493353028065,231,0.9533861037818822,0.8017751479289941,0.8710325431900362,1352
