run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
pruned_0.5_AIC_no_last,trial_level_log_reg,3887,0.7944430151788011,0.7888663114090566,3249,638,0.6895707288965716,0.7888663114090566,0.7106201323946719,0.8636467234820143,0.7944430151788011,0.8152384626763934,0.8615079054949148,0.9651532177522211,11,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | has_xyx | mean_max_fix_pupil_size_z__wrong_mean | skip_rate__distance_closest | mean_max_fix_pupil_size_z__contrast | mean_avg_fix_pupil_size_z__distance_furthest | has_xyxy,0.43042350907519444,0.780564263322884,0.5548746518105849,638,0.9487179487179487,0.7971683594952294,0.866365612978759,3249
