model_name,accuracy,balanced_accuracy,n_test,n_positive,n_negative,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,formula
full_features_correctness_julia_glmer,0.8363776691535889,0.8038740639753152,3887,3249,638,0.501039501039501,0.7554858934169278,0.6025,638,0.9466666666666667,0.8522622345337026,0.8969873663751214,3249,0.7238530838530839,0.8038740639753152,0.7497436831875608,0.8735228200831493,0.8363776691535889,0.8486511328409493,0.8959771562216877,0.9745613633854617,is_correct ~ 1 + area_dwell_proportion_answer_A + num_label_visits_wrong_mean + num_label_visits_contrast + area_dwell_proportion_answer_D + mean_first_fixation_duration_wrong_mean + num_label_visits_distance_furthest + has_xyx + area_dwell_proportion_answer_B + mean_max_fix_pupil_size_z_wrong_mean + skip_rate_distance_closest + area_dwell_proportion_answer_C + mean_max_fix_pupil_size_z_contrast + first_encounter_avg_pupil_size_z_distance_closest + num_label_visits_question + (1|participant_id) + (1|text_id_with_q)
